id,date,confirmed,deaths
AZ,2020-02-20,0,0
AZ,2020-02-21,0,0
AZ,2020-02-21,1,0
AZ,2020-02-21,0,0
AZ,2020-02-21,0,0
AZ,2020-02-22,0,0
AZ,2020-02-22,1,0
AZ,2020-02-22,0,0
AZ,2020-02-22,0,0
AZ,2020-02-23,0,0
AZ,2020-02-23,1,0
AZ,2020-02-23,0,0
AZ,2020-02-23,0,0
AZ,2020-02-24,0,0
AZ,2020-02-24,1,0
AZ,2020-02-24,0,0
AZ,2020-02-24,0,0
AZ,2020-02-25,0,0
AZ,2020-02-25,1,0
AZ,2020-02-25,0,0
AZ,2020-02-25,0,0
AZ,2020-02-26,0,0
AZ,2020-02-26,1,0
AZ,2020-02-26,0,0
AZ,2020-02-26,0,0
AZ,2020-02-27,0,0
AZ,2020-02-27,1,0
AZ,2020-02-27,0,0
AZ,2020-02-27,0,0
AZ,2020-02-28,0,0
AZ,2020-02-28,1,0
AZ,2020-02-28,0,0
AZ,2020-02-28,0,0
AZ,2020-02-29,0,0
AZ,2020-02-29,1,0
AZ,2020-02-29,0,0
AZ,2020-02-29,0,0
AZ,2020-03-01,0,0
AZ,2020-03-01,1,0
AZ,2020-03-01,0,0
AZ,2020-03-01,0,0
AZ,2020-03-02,0,0
AZ,2020-03-02,1,0
AZ,2020-03-02,0,0
AZ,2020-03-02,0,0
AZ,2020-03-03,0,0
AZ,2020-03-03,1,0
AZ,2020-03-03,0,0
AZ,2020-03-03,0,0
AZ,2020-03-04,0,0
AZ,2020-03-04,1,0
AZ,2020-03-04,0,0
AZ,2020-03-04,0,0
AZ,2020-03-05,0,0
AZ,2020-03-05,1,0
AZ,2020-03-05,0,0
AZ,2020-03-05,0,0
AZ,2020-03-06,0,0
AZ,2020-03-06,2,0
AZ,2020-03-06,0,0
AZ,2020-03-06,0,0
AZ,2020-03-07,0,0
AZ,2020-03-07,2,0
AZ,2020-03-07,0,0
AZ,2020-03-07,2,0
AZ,2020-03-08,0,0
AZ,2020-03-08,2,0
AZ,2020-03-08,0,0
AZ,2020-03-08,2,0
AZ,2020-03-09,0,0
AZ,2020-03-09,2,0
AZ,2020-03-09,0,0
AZ,2020-03-09,2,0
AZ,2020-03-10,6,0
AZ,2020-03-10,0,0
AZ,2020-03-10,0,0
AZ,2020-03-10,0,0
AZ,2020-03-11,9,0
AZ,2020-03-11,0,0
AZ,2020-03-11,0,0
AZ,2020-03-11,0,0
AZ,2020-03-12,9,0
AZ,2020-03-12,0,0
AZ,2020-03-12,0,0
AZ,2020-03-12,0,0
AZ,2020-03-13,9,0
AZ,2020-03-13,0,0
AZ,2020-03-13,0,0
AZ,2020-03-13,0,0
AZ,2020-03-14,12,0
AZ,2020-03-14,0,0
AZ,2020-03-14,0,0
AZ,2020-03-14,0,0
AZ,2020-03-15,13,0
AZ,2020-03-15,0,0
AZ,2020-03-15,0,0
AZ,2020-03-15,0,0
AZ,2020-03-16,18,0
AZ,2020-03-16,0,0
AZ,2020-03-16,0,0
AZ,2020-03-16,0,0
AZ,2020-03-17,20,0
AZ,2020-03-17,0,0
AZ,2020-03-17,0,0
AZ,2020-03-17,0,0
AZ,2020-03-18,27,0
AZ,2020-03-18,0,0
AZ,2020-03-18,0,0
AZ,2020-03-18,0,0
AZ,2020-03-19,45,0
AZ,2020-03-19,0,0
AZ,2020-03-19,0,0
AZ,2020-03-19,0,0
AZ,2020-03-20,78,0
AZ,2020-03-20,0,0
AZ,2020-03-20,0,0
AZ,2020-03-20,0,0
AZ,2020-03-21,118,1
AZ,2020-03-21,0,0
AZ,2020-03-21,0,0
AZ,2020-03-21,0,0
AZ,2020-03-22,152,2
AZ,2020-03-22,0,0
AZ,2020-03-22,0,0
AZ,2020-03-22,0,0
AZ,2020-03-23,152,2
AZ,2020-03-23,0,0
AZ,2020-03-23,0,0
AZ,2020-03-23,0,0
AR,2020-01-22,0,0
AR,2020-01-23,0,0
AR,2020-01-24,0,0
AR,2020-01-25,0,0
AR,2020-01-26,0,0
AR,2020-01-27,0,0
AR,2020-01-28,0,0
AR,2020-01-29,0,0
AR,2020-01-30,0,0
AR,2020-01-31,0,0
AR,2020-02-01,0,0
AR,2020-02-02,0,0
AR,2020-02-03,0,0
AR,2020-02-04,0,0
AR,2020-02-05,0,0
AR,2020-02-06,0,0
AR,2020-02-07,0,0
AR,2020-02-08,0,0
AR,2020-02-09,0,0
AR,2020-02-10,0,0
AR,2020-02-11,0,0
AR,2020-02-12,0,0
AR,2020-02-13,0,0
AR,2020-02-14,0,0
AR,2020-02-15,0,0
AR,2020-02-16,0,0
AR,2020-02-17,0,0
AR,2020-02-18,0,0
AR,2020-02-19,0,0
AR,2020-02-20,0,0
AR,2020-02-21,0,0
AR,2020-02-22,0,0
AR,2020-02-23,0,0
AR,2020-02-24,0,0
AR,2020-02-25,0,0
AR,2020-02-26,0,0
AR,2020-02-27,0,0
AR,2020-02-28,0,0
AR,2020-02-29,0,0
AR,2020-03-01,0,0
AR,2020-03-02,0,0
AR,2020-03-03,0,0
AR,2020-03-04,0,0
AR,2020-03-05,0,0
AR,2020-03-06,0,0
AR,2020-03-07,0,0
AR,2020-03-08,0,0
AR,2020-03-09,0,0
AR,2020-03-10,0,0
AR,2020-03-11,1,0
AR,2020-03-12,6,0
AR,2020-03-13,6,0
AR,2020-03-14,12,0
AR,2020-03-15,16,0
AR,2020-03-16,22,0
AR,2020-03-17,22,0
AR,2020-03-18,33,0
AR,2020-03-19,62,0
AR,2020-03-20,96,0
AR,2020-03-21,122,0
AR,2020-03-22,165,0
AR,2020-03-23,165,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-22,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-23,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-24,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-25,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,1,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,1,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-26,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,1,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,1,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-27,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,1,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,1,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-28,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,1,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,1,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-29,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,1,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,1,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-30,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,1,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,1,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,1,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-01-31,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,1,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,1,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,1,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-01,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,1,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,1,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,1,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-02,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,1,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,1,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,2,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,2,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-03,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,1,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,1,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,2,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,2,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-04,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,1,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,1,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,2,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,2,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-05,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,1,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,1,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,2,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,2,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-06,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,1,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,1,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,2,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,2,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-07,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,1,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,1,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,2,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,2,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-08,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,1,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,1,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,2,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,2,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-09,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,1,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,1,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,2,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,2,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-10,0,0
CA,2020-02-11,0,0
CA,2020-02-11,0,0
CA,2020-02-11,0,0
CA,2020-02-11,0,0
CA,2020-02-11,0,0
CA,2020-02-11,0,0
